JAMNYALA,KWHLWBP,KWHWBP,BLOK3,PEMKWH,KWHKVARH,RPLWBP,RPWBP,RPBLOK3,RPKVARH,RPBEBAN,RPPTL,RPPPN,RPBPJU,RPTRAFO,RPSEWATRAFO,RPSEWAKAP,RPANGSA,RPANGSB,RPANGSC,RPMAT,RPPLN,RPTAG,RPTAG_MAT,RPPRODUKSI,RPSUBSIDI,RPBK1,RPBK2,RPBK3,RPTDLLAMA,RPTDLBARU,RPSELISIH,RPREDUKSI,RPDISKON,RPPPN_R3,RPPPN_BPTRAFO,RPPPN_SEWATRAFO,RPPPN_OPSPARAREL,RPPPN_SEWAKAP,RPPPN_LAIN
"203,33",20,40,123,183,"0,00","5500,00","17800,00","60885,00","0,00","18000,00","102185,00","0,00","6131,00",0,"0,00",0,"0,00","0,00","0,00",0,"102185,00","108316,00","108316,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"194,44",20,40,115,175,"0,00","5500,00","17800,00","56925,00","0,00","18000,00","98225,00","0,00","5894,00",0,"0,00",0,"0,00","0,00","0,00",0,"98225,00","104119,00","104119,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"317,77",30,30,83,143,"0,00","5070,00","10800,00","41085,00","0,00","4950,00","61905,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"61905,00","61905,00","61905,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"117,77",30,23,0,53,"0,00","5070,00","8280,00","0,00","0,00","4950,00","18300,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"18300,00","18300,00","18300,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"141,11",20,40,67,127,"0,00","5500,00","17800,00","33165,00","0,00","18000,00","0,00","0,00","4468,00",0,"0,00",0,"0,00","0,00","0,00",0,"74465,00","4468,00","4468,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"74465,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"280,00",30,30,66,126,"0,00","5070,00","10800,00","32670,00","0,00","4950,00","53490,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"53490,00","53490,00","53490,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"111,11",30,20,0,50,"0,00","5070,00","7200,00","0,00","0,00","4950,00","17220,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"17220,00","17220,00","17220,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"232,22",20,40,149,209,"0,00","5500,00","17800,00","73755,00","0,00","18000,00","115055,00","0,00","6903,00",0,"0,00",0,"0,00","0,00","0,00",0,"115055,00","121958,00","121958,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"242,22",20,40,158,218,"0,00","5500,00","17800,00","78210,00","0,00","18000,00","0,00","0,00","7171,00",0,"0,00",0,"0,00","0,00","0,00",0,"119510,00","7171,00","7171,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"119510,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"241,11",20,40,157,217,"0,00","5500,00","17800,00","77715,00","0,00","18000,00","119015,00","0,00","7141,00",0,"0,00",0,"0,00","0,00","0,00",0,"119015,00","126156,00","126156,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"108,88",20,40,38,98,"0,00","5500,00","17800,00","18810,00","0,00","18000,00","60110,00","0,00","3607,00",0,"0,00",0,"0,00","0,00","0,00",0,"60110,00","63717,00","63717,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"202,22",20,40,122,182,"0,00","5500,00","17800,00","60390,00","0,00","18000,00","101690,00","0,00","6101,00",0,"0,00",0,"0,00","0,00","0,00",0,"101690,00","107791,00","107791,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"210,00",20,40,129,189,"0,00","5500,00","17800,00","63855,00","0,00","18000,00","105155,00","0,00","6309,00",0,"0,00",0,"0,00","0,00","0,00",0,"105155,00","111464,00","111464,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"136,66",20,40,63,123,"0,00","5500,00","17800,00","31185,00","0,00","18000,00","72485,00","0,00","4349,00",0,"0,00",0,"0,00","0,00","0,00",0,"72485,00","76834,00","76834,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"146,66",20,40,72,132,"0,00","5500,00","17800,00","35640,00","0,00","18000,00","76940,00","0,00","4616,00",0,"0,00",0,"0,00","0,00","0,00",0,"76940,00","81556,00","81556,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"182,22",20,40,104,164,"0,00","5500,00","17800,00","51480,00","0,00","18000,00","92780,00","0,00","5567,00",0,"0,00",0,"0,00","0,00","0,00",0,"92780,00","98347,00","98347,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"78,88",20,40,11,71,"0,00","5500,00","17800,00","5445,00","0,00","18000,00","46745,00","0,00","2805,00",0,"0,00",0,"0,00","0,00","0,00",0,"46745,00","49550,00","49550,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"247,77",20,40,163,223,"0,00","5500,00","17800,00","80685,00","0,00","18000,00","121985,00","0,00","7319,00",0,"0,00",0,"0,00","0,00","0,00",0,"121985,00","129304,00","129304,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"320,00",20,40,228,288,"0,00","5500,00","17800,00","112860,00","0,00","18000,00","154160,00","0,00","9250,00",0,"0,00",0,"0,00","0,00","0,00",0,"154160,00","163410,00","163410,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"453,33",30,30,144,204,"0,00","5070,00","10800,00","71280,00","0,00","4950,00","92100,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"92100,00","92100,00","92100,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"84,44",30,8,0,38,"0,00","5070,00","2880,00","0,00","0,00","4950,00","12900,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"12900,00","12900,00","12900,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"111,11",30,20,0,50,"0,00","5070,00","7200,00","0,00","0,00","4950,00","17220,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"17220,00","17220,00","17220,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"168,88",20,40,92,152,"0,00","5500,00","17800,00","45540,00","0,00","18000,00","86840,00","0,00","5210,00",0,"0,00",0,"0,00","0,00","0,00",0,"86840,00","92050,00","92050,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"140,00",20,40,66,126,"0,00","5500,00","17800,00","32670,00","0,00","18000,00","73970,00","0,00","4438,00",0,"0,00",0,"0,00","0,00","0,00",0,"73970,00","78408,00","78408,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"86,66",20,40,18,78,"0,00","5500,00","17800,00","8910,00","0,00","18000,00","50210,00","0,00","3013,00",0,"0,00",0,"0,00","0,00","0,00",0,"50210,00","53223,00","53223,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"76,66",20,40,9,69,"0,00","5500,00","17800,00","4455,00","0,00","18000,00","45755,00","0,00","2745,00",0,"0,00",0,"0,00","0,00","0,00",0,"45755,00","48500,00","48500,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"282,22",30,30,67,127,"0,00","5070,00","10800,00","33165,00","0,00","4950,00","53985,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"53985,00","53985,00","53985,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53,33",24,0,0,24,"0,00","4056,00","0,00","0,00","0,00","4950,00","9006,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"9006,00","9006,00","9006,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"172,22",20,40,95,155,"0,00","5500,00","17800,00","47025,00","0,00","18000,00","88325,00","0,00","5300,00",0,"0,00",0,"0,00","0,00","0,00",0,"88325,00","93625,00","93625,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"84,44",20,40,16,76,"0,00","5500,00","17800,00","7920,00","0,00","18000,00","49220,00","0,00","2953,00",0,"0,00",0,"0,00","0,00","0,00",0,"49220,00","52173,00","52173,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"128,88",20,40,56,116,"0,00","5500,00","17800,00","27720,00","0,00","18000,00","69020,00","0,00","4141,00",0,"0,00",0,"0,00","0,00","0,00",0,"69020,00","73161,00","73161,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"175,55",20,40,98,158,"0,00","5500,00","17800,00","48510,00","0,00","18000,00","89810,00","0,00","5389,00",0,"0,00",0,"0,00","0,00","0,00",0,"89810,00","95199,00","95199,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"144,44",30,30,5,65,"0,00","5070,00","10800,00","2475,00","0,00","4950,00","23295,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"23295,00","23295,00","23295,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"54,44",20,29,0,49,"0,00","5500,00","12905,00","0,00","0,00","18000,00","36405,00","0,00","2184,00",0,"0,00",0,"0,00","0,00","0,00",0,"36405,00","38589,00","38589,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"106,66",20,40,36,96,"0,00","5500,00","17800,00","17820,00","0,00","18000,00","59120,00","0,00","3547,00",0,"0,00",0,"0,00","0,00","0,00",0,"59120,00","62667,00","62667,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"138,88",20,40,65,125,"0,00","5500,00","17800,00","32175,00","0,00","18000,00","73475,00","0,00","4409,00",0,"0,00",0,"0,00","0,00","0,00",0,"73475,00","77884,00","77884,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"288,88",30,30,70,130,"0,00","5070,00","10800,00","34650,00","0,00","4950,00","55470,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"55470,00","55470,00","55470,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"71,11",20,40,4,64,"0,00","5500,00","17800,00","1980,00","0,00","18000,00","43280,00","0,00","2597,00",0,"0,00",0,"0,00","0,00","0,00",0,"43280,00","45877,00","45877,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"102,22",30,16,0,46,"0,00","5070,00","5760,00","0,00","0,00","4950,00","15780,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"15780,00","15780,00","15780,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"354,44",20,40,259,319,"0,00","5500,00","17800,00","128205,00","0,00","18000,00","169505,00","0,00","10170,00",0,"0,00",0,"0,00","0,00","0,00",0,"169505,00","179675,00","179675,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"282,22",30,30,67,127,"0,00","5070,00","10800,00","33165,00","0,00","4950,00","53985,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"53985,00","53985,00","53985,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"253,33",30,30,54,114,"0,00","5070,00","10800,00","26730,00","0,00","4950,00","47550,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"47550,00","47550,00","47550,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"226,66",30,30,42,102,"0,00","5070,00","10800,00","20790,00","0,00","4950,00","41610,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"41610,00","41610,00","41610,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"513,33",30,30,171,231,"0,00","5070,00","10800,00","84645,00","0,00","4950,00","105465,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"105465,00","105465,00","105465,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"82,22",30,7,0,37,"0,00","5070,00","2520,00","0,00","0,00","4950,00","12540,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"12540,00","12540,00","12540,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"293,33",30,30,72,132,"0,00","5070,00","10800,00","35640,00","0,00","4950,00","56460,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"56460,00","56460,00","56460,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"171,11",20,40,94,154,"0,00","5500,00","17800,00","46530,00","0,00","18000,00","87830,00","0,00","5270,00",0,"0,00",0,"0,00","0,00","0,00",0,"87830,00","93100,00","93100,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"314,44",20,40,223,283,"0,00","5500,00","17800,00","110385,00","0,00","18000,00","151685,00","0,00","9101,00",0,"0,00",0,"0,00","0,00","0,00",0,"151685,00","160786,00","160786,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"92,22",20,40,23,83,"0,00","5500,00","17800,00","11385,00","0,00","18000,00","52685,00","0,00","3161,00",0,"0,00",0,"0,00","0,00","0,00",0,"52685,00","55846,00","55846,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"331,11",30,30,89,149,"0,00","5070,00","10800,00","44055,00","0,00","4950,00","64875,00","0,00","3893,00",0,"0,00",0,"0,00","0,00","0,00",0,"64875,00","68768,00","68768,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"68,88",20,40,2,62,"0,00","5500,00","17800,00","990,00","0,00","18000,00","42290,00","0,00","2537,00",0,"0,00",0,"0,00","0,00","0,00",0,"42290,00","44827,00","44827,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"371,11",30,30,107,167,"0,00","5070,00","10800,00","52965,00","0,00","4950,00","73785,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"73785,00","73785,00","73785,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"220,00",20,40,138,198,"0,00","5500,00","17800,00","68310,00","0,00","18000,00","109610,00","0,00","6577,00",0,"0,00",0,"0,00","0,00","0,00",0,"109610,00","116187,00","116187,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"113,33",30,21,0,51,"0,00","5070,00","7560,00","0,00","0,00","4950,00","17580,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"17580,00","17580,00","17580,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"41,11",20,17,0,37,"0,00","5500,00","7565,00","0,00","0,00","18000,00","31065,00","0,00","1864,00",0,"0,00",0,"0,00","0,00","0,00",0,"31065,00","32929,00","32929,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"322,22",30,30,85,145,"0,00","5070,00","10800,00","42075,00","0,00","4950,00","62895,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"62895,00","62895,00","62895,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"158,88",20,40,83,143,"0,00","5500,00","17800,00","41085,00","0,00","18000,00","82385,00","0,00","4943,00",0,"0,00",0,"0,00","0,00","0,00",0,"82385,00","87328,00","87328,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"131,11",30,29,0,59,"0,00","5070,00","10440,00","0,00","0,00","4950,00","20460,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"20460,00","20460,00","20460,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"114,44",20,40,43,103,"0,00","5500,00","17800,00","21285,00","0,00","18000,00","62585,00","0,00","3755,00",0,"0,00",0,"0,00","0,00","0,00",0,"62585,00","66340,00","66340,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"127,77",20,40,55,115,"0,00","5500,00","17800,00","27225,00","0,00","18000,00","68525,00","0,00","4112,00",0,"0,00",0,"0,00","0,00","0,00",0,"68525,00","72637,00","72637,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"232,22",20,40,149,209,"0,00","5500,00","17800,00","73755,00","0,00","18000,00","115055,00","0,00","6903,00",0,"0,00",0,"0,00","0,00","0,00",0,"115055,00","121958,00","121958,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"295,55",20,40,206,266,"0,00","5500,00","17800,00","101970,00","0,00","18000,00","143270,00","0,00","8596,00",0,"0,00",0,"0,00","0,00","0,00",0,"143270,00","151866,00","151866,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"117,77",30,23,0,53,"0,00","5070,00","8280,00","0,00","0,00","4950,00","18300,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"18300,00","18300,00","18300,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"135,55",20,40,62,122,"0,00","5500,00","17800,00","30690,00","0,00","18000,00","71990,00","0,00","4319,00",0,"0,00",0,"0,00","0,00","0,00",0,"71990,00","76309,00","76309,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"274,44",20,40,187,247,"0,00","5500,00","17800,00","92565,00","0,00","18000,00","133865,00","0,00","8032,00",0,"0,00",0,"0,00","0,00","0,00",0,"133865,00","141897,00","141897,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"172,22",20,40,95,155,"0,00","5500,00","17800,00","47025,00","0,00","18000,00","88325,00","0,00","5300,00",0,"0,00",0,"0,00","0,00","0,00",0,"88325,00","93625,00","93625,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"26,66",20,4,0,24,"0,00","5500,00","1780,00","0,00","0,00","18000,00","25280,00","0,00","1517,00",0,"0,00",0,"0,00","0,00","0,00",0,"25280,00","26797,00","26797,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"136,66",20,40,63,123,"0,00","5500,00","17800,00","31185,00","0,00","18000,00","72485,00","0,00","4349,00",0,"0,00",0,"0,00","0,00","0,00",0,"72485,00","76834,00","76834,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"173,33",20,40,96,156,"0,00","5500,00","17800,00","47520,00","0,00","18000,00","88820,00","0,00","5329,00",0,"0,00",0,"0,00","0,00","0,00",0,"88820,00","94149,00","94149,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"250,00",20,40,165,225,"0,00","5500,00","17800,00","81675,00","0,00","18000,00","122975,00","0,00","7379,00",0,"0,00",0,"0,00","0,00","0,00",0,"122975,00","130354,00","130354,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"140,00",30,30,3,63,"0,00","5070,00","10800,00","1485,00","0,00","4950,00","22305,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"22305,00","22305,00","22305,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"177,77",20,40,100,160,"0,00","5500,00","17800,00","49500,00","0,00","18000,00","90800,00","0,00","5448,00",0,"0,00",0,"0,00","0,00","0,00",0,"90800,00","96248,00","96248,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"100,00",30,15,0,45,"0,00","5070,00","5400,00","0,00","0,00","4950,00","15420,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"15420,00","15420,00","15420,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"327,77",20,40,235,295,"0,00","5500,00","17800,00","116325,00","0,00","18000,00","157625,00","0,00","9458,00",0,"0,00",0,"0,00","0,00","0,00",0,"157625,00","167083,00","167083,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"1351,11",30,30,548,608,"0,00","5070,00","10800,00","271260,00","0,00","4950,00","292080,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"292080,00","292080,00","292080,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"500,00",30,30,165,225,"0,00","5070,00","10800,00","81675,00","0,00","4950,00","102495,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"102495,00","102495,00","102495,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"448,88",30,30,142,202,"0,00","5070,00","10800,00","70290,00","0,00","4950,00","91110,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"91110,00","91110,00","91110,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"272,22",20,40,185,245,"0,00","5500,00","17800,00","91575,00","0,00","18000,00","132875,00","0,00","7973,00",0,"0,00",0,"0,00","0,00","0,00",0,"132875,00","140848,00","140848,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"121,11",20,40,49,109,"0,00","5500,00","17800,00","24255,00","0,00","18000,00","65555,00","0,00","3933,00",0,"0,00",0,"0,00","0,00","0,00",0,"65555,00","69488,00","69488,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"144,44",30,30,5,65,"0,00","5070,00","10800,00","2475,00","0,00","4950,00","23295,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"23295,00","23295,00","23295,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"371,11",30,30,107,167,"0,00","5070,00","10800,00","52965,00","0,00","4950,00","73785,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"73785,00","73785,00","73785,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"286,66",20,40,198,258,"0,00","5500,00","17800,00","98010,00","0,00","18000,00","139310,00","0,00","8359,00",0,"0,00",0,"0,00","0,00","0,00",0,"139310,00","147669,00","147669,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"88,88",20,40,20,80,"0,00","5500,00","17800,00","9900,00","0,00","18000,00","51200,00","0,00","3072,00",0,"0,00",0,"0,00","0,00","0,00",0,"51200,00","54272,00","54272,00","0,00","0,00","3000,00","6000,00","9000,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"0,00",0,0,0,0,"0,00","0,00","0,00","0,00","0,00","4950,00","4950,00","0,00","0,00",0,"0,00",0,"0,00","0,00","0,00",0,"4950,00","4950,00","4950,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
