Name,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index,ch_scaled,overall
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=40-scaling=minmax,0.2991405141906173,5.190842482566732,52.07806287275827,0.0,0.22021441308926756
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=50-scaling=none,0.16139382033953995,5.487448963052787,135.16122432008163,0.03259032801630861,0.20717663421457747
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=50-scaling=none,0.2477098575793961,3.1917529912375873,463.521265555823,0.1613933401417721,0.28806759266856835
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=20-scaling=standard,0.4345528566364255,2.2267656458681033,387.937035277859,0.13174455433839544,0.34792202226659436
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=30-scaling=standard,0.35238633033979144,3.697375584954999,221.59629598596882,0.06649548146295994,0.2636888090515421
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=30-scaling=minmax,0.2991405141906173,5.190842482566732,52.07806287275827,0.0,0.22021441308926756
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=30-scaling=none,0.16139382033953995,5.487448963052787,135.16122432008163,0.03259032801630861,0.20717663421457747
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=20-scaling=none,0.17483655466914014,6.383767873698397,104.49013335022481,0.02055923894948931,0.20378310603023542
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=10-scaling=none,0.3036090055665823,2.671759770841021,662.5225888342859,0.23945390365844257,0.3401931068182604
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=40-scaling=minmax,0.40621117252257893,1.927967299167095,1197.5478521407254,0.44932373196563785,0.46879359947768373
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=30-scaling=standard,0.2571374018559129,6.25684325295225,63.40985101948356,0.004445024554671578,0.2122803216193514
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=40-scaling=standard,0.5015019094774864,2.0394788834588873,382.5069265649894,0.12961453158728914,0.37020169950952947
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=20-scaling=minmax,0.38098064048517655,2.690014991631801,548.0880264987509,0.1945656271659506,0.33739539977505933
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=30-scaling=standard,0.3166331448866463,5.017992766667248,109.84934469785625,0.02266145139164306,0.23137553430270222
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=50-scaling=standard,0.4345528566364255,2.2267656458681033,387.937035277859,0.13174455433839544,0.34792202226659436
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=10-scaling=none,0.24354013352839532,3.7207427976967353,363.62087155359717,0.12220625875518748,0.2637543918649142
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=10-scaling=standard,0.2571374018559129,6.25684325295225,63.40985101948356,0.004445024554671578,0.2122803216193514
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=10-scaling=none,0.16139382033953995,5.487448963052787,135.16122432008163,0.03259032801630861,0.20717663421457747
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=40-scaling=none,0.16139382033953995,5.487448963052787,135.16122432008163,0.03259032801630861,0.20717663421457747
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=40-scaling=standard,0.3166331448866463,5.017992766667248,109.84934469785625,0.02266145139164306,0.23137553430270222
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=30-scaling=standard,0.5015019094774864,2.0394788834588873,382.5069265649894,0.12961453158728914,0.37020169950952947
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=10-scaling=standard,0.4345528566364255,2.2267656458681033,387.937035277859,0.13174455433839544,0.34792202226659436
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=10-scaling=minmax,0.40850795870166706,1.5079341515411528,2601.397646454351,1.0000000000000002,0.6889147621874981
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=10-scaling=minmax,0.38098064048517655,2.690014991631801,548.0880264987509,0.1945656271659506,0.33739539977505933
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=50-scaling=minmax,0.21577116511404196,5.424194901606196,54.15525181964155,0.0008148013141471254,0.20582630364533874
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=20-scaling=standard,0.3166331448866463,5.017992766667248,109.84934469785625,0.02266145139164306,0.23137553430270222
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=50-scaling=none,0.17483655466914014,6.383767873698397,104.49013335022481,0.02055923894948931,0.20378310603023542
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=50-scaling=minmax,0.40621117252257893,1.927967299167095,1197.5478521407254,0.44932373196563785,0.46879359947768373
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=20-scaling=minmax,0.21577116511404196,5.424194901606196,54.15525181964155,0.0008148013141471254,0.20582630364533874
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=50-scaling=none,0.3036090055665823,2.671759770841021,662.5225888342859,0.23945390365844257,0.3401931068182604
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=10-scaling=minmax,0.21577116511404196,5.424194901606196,54.15525181964155,0.0008148013141471254,0.20582630364533874
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=50-scaling=standard,0.2571374018559129,6.25684325295225,63.40985101948356,0.004445024554671578,0.2122803216193514
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=30-scaling=none,0.2477098575793961,3.1917529912375873,463.521265555823,0.1613933401417721,0.28806759266856835
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=20-scaling=minmax,0.40850795870166706,1.5079341515411528,2601.397646454351,1.0000000000000002,0.6889147621874981
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=40-scaling=standard,0.35238633033979144,3.697375584954999,221.59629598596882,0.06649548146295994,0.2636888090515421
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=10-scaling=minmax,0.40621117252257893,1.927967299167095,1197.5478521407254,0.44932373196563785,0.46879359947768373
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=30-scaling=minmax,0.21577116511404196,5.424194901606196,54.15525181964155,0.0008148013141471254,0.20582630364533874
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=50-scaling=minmax,0.38098064048517655,2.690014991631801,548.0880264987509,0.1945656271659506,0.33739539977505933
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=20-scaling=standard,0.35238633033979144,3.697375584954999,221.59629598596882,0.06649548146295994,0.2636888090515421
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=10-scaling=standard,0.3166331448866463,5.017992766667248,109.84934469785625,0.02266145139164306,0.23137553430270222
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=10-scaling=none,0.2477098575793961,3.1917529912375873,463.521265555823,0.1613933401417721,0.28806759266856835
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=20-scaling=minmax,0.40621117252257893,1.927967299167095,1197.5478521407254,0.44932373196563785,0.46879359947768373
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=20-scaling=standard,0.2571374018559129,6.25684325295225,63.40985101948356,0.004445024554671578,0.2122803216193514
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=50-scaling=standard,0.35238633033979144,3.697375584954999,221.59629598596882,0.06649548146295994,0.2636888090515421
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=40-scaling=minmax,0.21577116511404196,5.424194901606196,54.15525181964155,0.0008148013141471254,0.20582630364533874
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=20-scaling=none,0.24354013352839532,3.7207427976967353,363.62087155359717,0.12220625875518748,0.2637543918649142
