Name,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index,Inertia,ch_scaled,overall
sklearn.svm.OneClassSVM-kernel=poly-nu=0.5-shrinking=False-scaling=minmax,0.29716791868671044,1.2318000005547636,13420.59101961449,,0.17186154733260955,0.4240595281045331
sklearn.svm.OneClassSVM-kernel=linear-nu=0.5-shrinking=False-scaling=standard,0.26408142814363766,1.7342286315460553,7796.174745309091,,0.09955575783510447,0.3438971507886979
sklearn.cluster.DBSCAN-eps=0.5-min_samples=11-scaling=minmax,0.47208922891935984,1.400325001151528,1206.002355416924,,0.01483450067057136,0.3821360675313681
sklearn.svm.OneClassSVM-kernel=sigmoid-nu=0.75-shrinking=False-scaling=none,0.6033305917133122,0.645355845080217,45879.795316456766,,0.5891472315139136,0.6929620750042854
sklearn.cluster.DBSCAN-eps=0.2-min_samples=3-scaling=standard,-0.48355638455520256,1.152782241028074,364.32986599923913,,0.004014214461725274,0.24739951562786908
sklearn.svm.OneClassSVM-kernel=poly-nu=0.75-shrinking=False-scaling=minmax,-0.023526330241343877,1.4897868085263188,4592.810119991781,,0.0583742739289275,0.3048395219020073
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=40-scaling=minmax,0.2991405141906173,5.190842482566732,52.07806287275827,,0.0,0.22021441308926756
sklearn.svm.OneClassSVM-kernel=sigmoid-nu=0.5-shrinking=False-scaling=minmax,0.31032931921082635,1.2177848299627376,13952.986900597825,,0.17870586728018917,0.4301745184766533
sklearn.ensemble.IsolationForest-n_estimators=300-random_state=42-scaling=minmax,0.5229811174433556,1.5782893029074476,12044.303716177128,,0.15416841524616554,0.4192449212605947
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=50-scaling=none,0.16139382033953995,5.487448963052787,135.16122432008163,,0.0010680919209059237,0.1966692221827766
sklearn.svm.OneClassSVM-kernel=rbf-nu=0.75-shrinking=False-scaling=standard,-0.04169188293804322,2.91637210806588,1038.8550567066875,,0.012685705701246027,0.19818001483850478
sklearn.cluster.KMeans-n_clusters=4-random_state=42-scaling=none,0.5686585284991195,0.6031085648180728,59616.45443972997,23046859486314.574,0.7657415542890423,0.7524454898956693
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=50-scaling=none,0.2477098575793961,3.1917529912375873,463.521265555823,,0.005289389005449282,0.2360329422897941
sklearn.svm.OneClassSVM-kernel=rbf-nu=0.25-shrinking=True-scaling=none,0.3755829444505857,2.3902213706296136,4460.729223122803,,0.05667628198454045,0.30410352584594824
sklearn.neighbors.LocalOutlierFactor-n_neighbors=20-leaf_size=20-scaling=standard,0.4345528566364255,2.2267656458681033,387.937035277859,,0.004317701068911486,0.3054464045100997
sklearn.cluster.DBSCAN-eps=0.2-min_samples=5-scaling=minmax,0.4333764946928336,1.35462428694129,736.4899318236759,,0.00879859137596827,0.37857253671475394
sklearn.svm.OneClassSVM-kernel=rbf-nu=0.5-shrinking=True-scaling=none,0.21590571021815708,2.8581403702214985,2260.454000805904,,0.028390211163605458,0.24828905762844244
sklearn.svm.OneClassSVM-kernel=sigmoid-nu=0.25-shrinking=False-scaling=standard,0.23545958567958136,5.3410888228030675,915.447251192027,,0.01109921238839214,0.21278820892800043
sklearn.svm.OneClassSVM-kernel=sigmoid-nu=0.5-shrinking=True-scaling=none,0.5150448189867897,0.6499191519802086,34013.421918458436,,0.4365967346856142,0.6267115523758401
sklearn.cluster.DBSCAN-eps=0.5-min_samples=7-scaling=standard,0.4947596828393493,1.3996308167661096,1342.9186627862955,,0.016594655185565556,0.38657463338894
sklearn.cluster.KMeans-n_clusters=6-random_state=42-scaling=minmax,0.6606235004822054,0.5706799504063187,67337.93532738088,1874.26591677982,0.8650065703267191,0.8058260699568919
sklearn.neighbors.LocalOutlierFactor-n_neighbors=30-leaf_size=30-scaling=standard,0.35238633033979144,3.697375584954999,221.59629598596882,,0.0021792749828045974,0.24225007355815698
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=30-scaling=minmax,0.2991405141906173,5.190842482566732,52.07806287275827,,0.0,0.22021441308926756
sklearn.svm.OneClassSVM-kernel=sigmoid-nu=0.25-shrinking=True-scaling=standard,0.22516464266403044,5.510384346131982,856.0971176083135,,0.010336225074462791,0.2103250221799462
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=30-scaling=none,0.16139382033953995,5.487448963052787,135.16122432008163,,0.0010680919209059237,0.1966692221827766
sklearn.linear_model.SGDOneClassSVM-nu=0.25-learning_rate=optimal-random_state=42-scaling=minmax,0.6739338359780915,0.8065956837412477,42864.676712652436,,0.5503857813572729,0.6681951723850803
sklearn.svm.OneClassSVM-kernel=rbf-nu=0.5-shrinking=True-scaling=minmax,0.19906222228798906,2.0111798044724374,5713.247032820867,,0.07277827100403009,0.3027925289710281
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=20-scaling=none,0.17483655466914014,6.383767873698397,104.49013335022481,,0.0006737936792454278,0.19715462427348748
sklearn.neighbors.LocalOutlierFactor-n_neighbors=10-leaf_size=10-scaling=none,0.3036090055665823,2.671759770841021,662.5225888342859,,0.007847689651941613,0.2629910354827601
sklearn.neighbors.LocalOutlierFactor-n_neighbors=40-leaf_size=40-scaling=minmax,0.40621117252257893,1.927967299167095,1197.5478521407254,,0.014725812141063417,0.32392762620282556
sklearn.cluster.DBSCAN-eps=0.5-min_samples=7-scaling=none,0.9034262416833333,2.129007382359643,215.678722685814,,0.0021032004555097818,0.3888116144658686
sklearn.cluster.DBSCAN-eps=0.2-min_samples=9-scaling=minmax,0.5236368742348023,1.6333680272934643,1262.3564941092745,,0.015558972382990177,0.3680388014940174
sklearn.svm.OneClassSVM-kernel=poly-nu=0.75-shrinking=False-scaling=standard,0.4262816885131573,2.7303517790034895,4028.8241672844547,,0.05112384160187825,0.2955588596567424
sklearn.svm.OneClassSVM-kernel=linear-nu=0.25-shrinking=True-scaling=standard,0.4579330357733053,0.9815435784716914,12987.307021199309,,0.1662913796824716,0.4801430400849085
sklearn.linear_model.SGDOneClassSVM-nu=0.75-learning_rate=optimal-random_state=42-scaling=minmax,0.05344195588155487,1.4453504787344256,6300.424150903485,,0.08032684191827605,0.32949471556973653
sklearn.cluster.DBSCAN-eps=1.0-min_samples=7-scaling=standard,0.5126833973072963,1.6453822377035228,1119.6645997094042,,0.013724568673113382,0.3645114427280802
sklearn.cluster.DBSCAN-eps=0.5-min_samples=5-scaling=standard,0.4997186885401704,1.4536458536514796,783.0186272134665,,0.009396750169764738,0.3793794312555403
sklearn.neighbors.LocalOutlierFactor-n_neighbors=50-leaf_size=30-scaling=standard,0.2571374018559129,6.25684325295225,63.40985101948356,,0.0001456780310004046,0.21084720611146102
